tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes
tt0084376,videoGame,"MysteryDisc: Murder, Anyone?","MysteryDisc: Murder, Anyone?",0,1982,\N,\N,"Adventure,Crime,Mystery",6.0,39.0
tt0085982,videoGame,MysteryDisc: Many Roads to Murder,MysteryDisc: Many Roads to Murder,0,1983,\N,\N,"Adventure,Crime,Mystery",,
tt0105000,videoGame,Night Trap,Night Trap,0,1992,\N,\N,"Adventure,Horror,Mystery",6.2,384.0
tt0109865,videoGame,Gabriel Knight: Sins of the Fathers,Gabriel Knight: Sins of the Fathers,0,1993,\N,\N,"Adventure,Drama,Horror",9.1,720.0
tt0110267,videoGame,King's Quest VII: The Princeless Bride,King's Quest VII: The Princeless Bride,0,1994,\N,\N,"Adventure,Fantasy",7.5,212.0
tt0110714,videoGame,Off-World Interceptor,Off-World Interceptor,0,1994,\N,\N,"Action,Comedy,Sci-Fi",,
tt0110909,videoGame,Psychic Detective,Psychic Detective,0,1995,\N,\N,"Adventure,Fantasy,Mystery",8.5,51.0
tt0111727,videoGame,Wing Commander III: Heart of the Tiger,Wing Commander III: Heart of the Tiger,0,1994,\N,\N,"Action,Adventure,Sci-Fi",8.8,836.0
tt0113863,videoGame,Mr. Payback: An Interactive Movie,Mr. Payback: An Interactive Movie,0,1995,\N,30,"Adventure,Comedy,Sci-Fi",4.7,105.0
tt0114282,videoGame,Ride for Your Life,Ride for Your Life,0,1995,\N,28,"Adventure,Comedy,Sci-Fi",5.8,25.0
tt0114950,videoGame,Wing Commander IV: The Price of Freedom,Wing Commander IV: The Price of Freedom,0,1995,\N,\N,"Action,Adventure,Sci-Fi",8.8,810.0
tt0115141,videoGame,Command & Conquer: Red Alert,Command & Conquer: Red Alert,0,1996,\N,\N,"Action,Sci-Fi,War",8.5,2432.0
tt0116113,videoGame,Disruptor,Disruptor,0,1996,\N,\N,"Action,Mystery,Sci-Fi",8.0,44.0
tt0117012,videoGame,Maximum Surge,Maximum Surge,0,1996,\N,97,"Action,Sci-Fi",4.3,27.0
tt0117391,videoGame,Privateer 2: The Darkening,Privateer 2: The Darkening,0,1996,\N,\N,"Action,Adventure,Mystery",8.4,322.0
tt0117483,videoGame,Ripper,Ripper,0,1996,\N,\N,"Adventure,Crime,Horror",7.4,271.0
tt0117704,videoGame,Soviet Strike,Soviet Strike,0,1996,\N,\N,\N,7.6,59.0
tt0117934,videoGame,SSN,SSN,0,1996,\N,\N,Action,8.2,14.0
tt0117940,videoGame,Toonstruck,Toonstruck,0,1996,\N,\N,"Adventure,Comedy",8.7,359.0
tt0118222,videoGame,Zork: Nemesis,Zork: Nemesis,0,1996,\N,\N,"Adventure,Fantasy,Mystery",8.4,102.0
tt0119498,videoGame,The Last Express,The Last Express,0,1997,\N,\N,"Crime,Drama,Mystery",8.8,259.0
tt0120519,videoGame,Wing Commander: Prophecy,Wing Commander: Prophecy,0,1997,\N,\N,"Action,Adventure,Sci-Fi",8.0,433.0
tt0124140,videoGame,Star Trek: Borg,Star Trek: Borg,0,1996,\N,\N,"Action,Adventure,Sci-Fi",7.3,215.0
tt0124141,videoGame,Star Trek: Klingon,Star Trek: Klingon,0,1996,\N,\N,"Action,Adventure,Sci-Fi",7.3,142.0
tt0124142,videoGame,Steven Spielberg's Director's Chair,Steven Spielberg's Director's Chair,0,1996,\N,\N,Family,6.0,322.0
tt0125051,videoGame,Creature Crunch,Creature Crunch,0,1996,\N,\N,"Adventure,Comedy",7.7,14.0
tt0125065,videoGame,Dragon's Lair,Dragon's Lair,0,1983,\N,\N,"Adventure,Fantasy",7.4,706.0
tt0125066,videoGame,Dragon's Lair II: Timewarp,Dragon's Lair II: Time Warp,0,1991,\N,\N,"Action,Adventure,Comedy",7.4,274.0
tt0125516,videoGame,Star Trek: Starfleet Academy,Star Trek: Starfleet Academy,0,1997,\N,\N,"Action,Adventure,Sci-Fi",7.5,241.0
tt0126817,videoGame,Blade Runner,Blade Runner,0,1997,\N,\N,"Mystery,Sci-Fi,Thriller",8.9,1973.0
tt0129342,videoGame,Riven: The Sequel to Myst,Riven: The Sequel to Myst,0,1997,\N,\N,"Adventure,Fantasy,Mystery",8.7,522.0
tt0131029,videoGame,Star Trek: The Next Generation - A Final Unity,Star Trek: The Next Generation - A Final Unity,0,1995,\N,\N,"Adventure,Sci-Fi",8.2,314.0
tt0131332,videoGame,Burn: Cycle,Burn: Cycle,0,1994,\N,\N,"Action,Adventure,Sci-Fi",8.0,56.0
tt0131459,videoGame,Lands of Lore: The Throne of Chaos,Lands of Lore: The Throne of Chaos,0,1994,\N,\N,"Adventure,Fantasy",8.6,137.0
tt0131537,videoGame,Phantasmagoria,Phantasmagoria,0,1995,\N,\N,"Drama,Horror,Mystery",8.2,752.0
tt0132641,videoGame,Zork: Grand Inquisitor,Zork: Grand Inquisitor,0,1997,\N,\N,"Adventure,Comedy,Fantasy",7.9,139.0
tt0134599,videoGame,The Curse of Monkey Island,The Curse of Monkey Island,0,1997,\N,\N,"Adventure,Comedy,Fantasy",9.1,2789.0
tt0134648,videoGame,Fallout: A Post-Nuclear Role-Playing Game,Fallout: A Post-Nuclear Role-Playing Game,0,1997,\N,\N,"Action,Adventure,Sci-Fi",9.2,3972.0
tt0134981,videoGame,Starship Titanic,Starship Titanic,0,1998,\N,\N,"Adventure,Comedy,Sci-Fi",8.0,104.0
tt0138458,videoGame,"Gabriel Knight 3: Blood of the Sacred, Blood of the Damned","Gabriel Knight 3: Blood of the Sacred, Blood of the Damned",0,1999,\N,\N,"Adventure,Drama,Horror",8.6,549.0
tt0138459,videoGame,The Beast Within: A Gabriel Knight Mystery,The Beast Within: A Gabriel Knight Mystery,0,1995,\N,\N,"Adventure,Drama,Horror",8.9,838.0
tt0139156,videoGame,The Dig,The Dig,0,1995,\N,\N,"Adventure,Drama,Sci-Fi",8.5,964.0
tt0142210,videoGame,Dark Seed II,Dark Seed II,0,1995,\N,\N,"Horror,Mystery,Sci-Fi",6.2,63.0
tt0142255,videoGame,DuckTales: The Quest for Gold,DuckTales: The Quest for Gold,0,1990,\N,\N,"Action,Adventure,Comedy",7.8,94.0
tt0142392,videoGame,"I Have No Mouth, and I Must Scream","I Have No Mouth, and I Must Scream",0,1995,\N,\N,"Horror,Sci-Fi,Thriller",8.3,284.0
tt0142698,videoGame,Noir,Noir,0,1996,\N,\N,"Adventure,Crime,Mystery",8.4,32.0
tt0142962,videoGame,Video Speedway,Video Speedway,0,1993,\N,\N,Action,,
tt0143901,videoGame,Star Trek: Generations,Star Trek: Generations,0,1997,\N,\N,"Action,Adventure,Sci-Fi",7.0,673.0
tt0144009,videoGame,Who Killed Taylor French?,Who Killed Taylor French?,0,1994,\N,\N,"Adventure,Crime,Mystery",,
tt0144157,videoGame,Dark Seed,Dark Seed,0,1992,\N,\N,"Horror,Mystery,Sci-Fi",7.6,95.0
tt0144274,videoGame,Lands of Lore: Guardians of Destiny,Lands of Lore: Guardians of Destiny,0,1997,\N,\N,"Action,Adventure,Fantasy",8.2,84.0
tt0144366,videoGame,Multimedia Celebrity Poker,Multimedia Celebrity Poker,0,1995,\N,\N,"Comedy,Sport",,
tt0145730,videoGame,Crystalis,Crystalis,0,1990,\N,\N,"Action,Adventure,Drama",7.9,102.0
tt0145845,videoGame,Prince Interactive,Prince Interactive,0,1994,\N,\N,"Adventure,Music,Sci-Fi",7.6,46.0
tt0145868,videoGame,Kid Icarus,Hikari shinwa: Parutena no kagami,0,1986,\N,\N,"Action,Adventure,Family",6.8,282.0
tt0146341,videoGame,Virtual Photo Shoot: Volume One,Virtual Photo Shoot: Volume One,0,1993,\N,\N,\N,,
tt0146893,videoGame,Fist of the North Star,Hokuto no ken: Ankoku no hokuto,0,1995,\N,\N,"Action,Adventure,Sci-Fi",6.1,25.0
tt0148029,videoGame,Crusader: No Regret,Crusader: No Regret,0,1996,\N,\N,"Action,Sci-Fi",7.7,66.0
tt0148030,videoGame,Crusader: No Remorse,Crusader: No Remorse,0,1995,\N,\N,"Action,Sci-Fi",8.1,94.0
tt0150325,videoGame,Die by the Sword,Die by the Sword,0,1998,\N,\N,\N,7.0,41.0
tt0150787,videoGame,Gremlins 2: The New Batch,Gremlins 2: The New Batch,0,1990,\N,\N,Horror,6.8,148.0
tt0151622,videoGame,Monster in My Pocket,Monster in My Pocket,0,1992,\N,\N,"Adventure,Horror",7.4,50.0
tt0151625,videoGame,Monty Python & the Quest for the Holy Grail,Monty Python and the Quest for the Holy Grail,0,1996,\N,\N,"Comedy,Musical",8.4,1953.0
tt0152100,videoGame,Psychotron,Psychotron,0,1994,\N,\N,"Adventure,Mystery,Sci-Fi",,
tt0152116,videoGame,Quake,Quake,0,1996,\N,\N,"Action,Adventure,Fantasy",8.2,2538.0
tt0152360,videoGame,Seicross,Sector Zone,0,1984,\N,\N,"Action,Sci-Fi",3.7,22.0
tt0152592,videoGame,Star Trek,Star Trek,0,1991,\N,\N,Sci-Fi,7.5,116.0
tt0152696,videoGame,Surgical Strike,Surgical Strike,0,1994,\N,\N,Action,7.1,20.0
tt0153067,videoGame,Star Wars: TIE Fighter,Star Wars: TIE Fighter,0,1994,\N,\N,"Action,Adventure,Sci-Fi",8.6,468.0
tt0153411,videoGame,Ultraman: Towards the Future,Urutoraman: Kûsô Tokusatsu Shirîzu,0,1991,\N,\N,"Action,Sci-Fi",5.1,25.0
tt0154291,videoGame,Castles II,Castles II,0,1992,\N,\N,\N,8.3,10.0
tt0154356,videoGame,Conquest of the New World,Conquest of the New World,0,1993,\N,\N,\N,6.9,12.0
tt0154392,videoGame,Descent,Descent,0,1994,\N,\N,"Action,Sci-Fi",7.3,148.0
tt0154393,videoGame,Descent 2,Descent 2,0,1996,\N,\N,"Action,Sci-Fi",8.0,95.0
tt0154789,videoGame,Lord of the Rings,Lord of the Rings,0,1990,\N,235,"Adventure,Fantasy",6.7,171.0
tt0155165,videoGame,Shattered Steel,Shattered Steel,0,1996,\N,\N,"Action,Sci-Fi",5.6,12.0
tt0156854,videoGame,Puss N Boots: Pero's Great Adventure,Puss N Boots: Pero's Great Adventure,0,1990,\N,\N,"Action,Adventure,Sci-Fi",5.8,18.0
tt0157493,videoGame,Critical Path,Critical Path,0,1994,\N,\N,"Action,Adventure,Sci-Fi",6.5,13.0
tt0157501,videoGame,The Daedalus Encounter,The Daedalus Encounter,0,1995,\N,\N,"Adventure,Sci-Fi",7.8,68.0
tt0158150,videoGame,Return to Zork,Return to Zork,0,1993,\N,\N,"Adventure,Fantasy,Mystery",7.1,123.0
tt0158208,videoGame,Star Wars: Shadows of the Empire,Star Wars: Shadows of the Empire,0,1996,\N,\N,"Action,Adventure,Sci-Fi",7.9,1004.0
tt0158456,videoGame,Adventures with Barbie: Ocean Discovery,Adventures with Barbie: Ocean Discovery,0,1997,\N,\N,"Adventure,Family,Fantasy",5.3,18.0
tt0158519,videoGame,Omar Sharif on Bridge,Omar Sharif's Bridge,0,1992,\N,\N,Sport,4.6,16.0
tt0158814,videoGame,Myst,Myst,0,1993,\N,\N,"Adventure,Fantasy,Mystery",8.3,801.0
tt0158870,videoGame,Pyst,Pyst,0,1996,\N,\N,"Adventure,Comedy",3.2,35.0
tt0158958,videoGame,The Simpsons: Virtual Springfield,The Simpsons: Virtual Springfield,0,1997,\N,\N,"Adventure,Comedy",6.6,252.0
tt0159016,videoGame,Tex Murphy: Overseer,Tex Murphy: Overseer,0,1998,\N,\N,"Adventure,Crime,Mystery",8.1,163.0
tt0159100,videoGame,Virtual Snooker,Virtual Snooker,0,1996,\N,\N,\N,,
tt0159646,videoGame,Phantasmagoria 2: A Puzzle of Flesh,Phantasmagoria 2: A Puzzle of Flesh,0,1996,\N,\N,"Drama,Horror,Mystery",7.4,406.0
tt0159771,videoGame,Star Trek: Klingon Academy,Star Trek: Klingon Academy,0,2000,\N,\N,"Action,Adventure,Sci-Fi",8.1,106.0
tt0159772,videoGame,Star Trek: The Game Show,Star Trek: The Game Show,0,1998,\N,\N,"Family,Game-Show",6.8,33.0
tt0160910,videoGame,Star Wars: Jedi Knight - Dark Forces II,Star Wars: Jedi Knight - Dark Forces II,0,1997,\N,\N,"Action,Adventure,Fantasy",8.5,1394.0
tt0160912,videoGame,Starfleet Academy: Chekov's Lost Missions,Starfleet Academy: Chekov's Lost Missions,0,1998,\N,\N,"Action,Adventure,Sci-Fi",7.1,28.0
tt0160958,videoGame,Talk with Me! Barbie,Talk with Me! Barbie,0,\N,\N,\N,Family,,
tt0161443,videoGame,Cliff Hanger,Cliff Hanger,0,1983,\N,\N,"Action,Adventure",7.5,47.0
tt0161941,videoGame,Resident Evil 2,Biohazard 2,0,1998,\N,\N,"Action,Horror,Sci-Fi",9.1,6313.0
tt0161985,videoGame,Space Ace,Space Ace,0,1983,\N,\N,"Action,Adventure,Sci-Fi",7.3,336.0
tt0161993,videoGame,Street Fighter: The Movie,Street Fighter: The Movie,0,1995,\N,\N,Action,4.5,2086.0
tt0162010,videoGame,Time Traveler,Time Traveler,0,1991,\N,\N,"Action,Adventure,Sci-Fi",7.4,23.0
tt0162137,videoGame,The 7th Guest,The 7th Guest,0,1993,\N,\N,"Adventure,Horror,Mystery",7.8,264.0
tt0162199,videoGame,Blasto,Blasto,0,1998,\N,\N,"Action,Adventure,Comedy",8.1,84.0
tt0162408,videoGame,Ivan Ironman Stewart's Super Off Road,Ivan Ironman Stewart's Super Off Road,0,1989,\N,\N,Sport,7.3,50.0
tt0162409,videoGame,Ironsword: Wizards & Warriors II,Ironsword: Wizards & Warriors II,0,1988,\N,\N,"Action,Adventure,Fantasy",6.7,53.0
tt0163281,videoGame,Star Wars: Dark Forces,Star Wars: Dark Forces,0,1995,\N,\N,"Action,Adventure,Sci-Fi",7.9,1103.0
tt0163282,videoGame,Star Wars: X-Wing,Star Wars: X-Wing,0,1993,\N,\N,"Action,Adventure,Sci-Fi",8.0,334.0
tt0163645,videoGame,Gex: Enter the Gecko,Gex: Enter the Gecko,0,1998,\N,\N,"Action,Adventure,Comedy",7.6,229.0
tt0164127,videoGame,Outlaws,Outlaws,0,1997,\N,\N,"Action,Drama,Western",8.1,179.0
tt0164179,videoGame,Star Wars: Jedi Knight - Mysteries of the Sith,Star Wars: Jedi Knight - Mysteries of the Sith,0,1998,\N,\N,"Action,Adventure,Fantasy",7.6,501.0
tt0164310,videoGame,The 11th Hour,The 11th Hour,0,1995,\N,\N,"Adventure,Horror,Mystery",7.5,108.0
tt0164964,videoGame,The Vortex: Quantum Gate II,The Vortex: Quantum Gate II,0,1994,\N,\N,"Adventure,Sci-Fi",7.4,15.0
tt0164974,videoGame,The X-Files Game,The X-Files Game,0,1998,\N,\N,"Adventure,Mystery,Sci-Fi",8.4,860.0
tt0165025,videoGame,Gex,Gex,0,1995,\N,\N,"Action,Comedy,Fantasy",7.3,162.0
tt0165146,videoGame,Chess Wars,Chess Wars,0,1996,\N,\N,"Action,Drama",,
tt0165179,videoGame,Command & Conquer: Red Alert - Retaliation,Command & Conquer: Red Alert - Retaliation,0,1998,\N,\N,"Action,Adventure,Sci-Fi",7.4,249.0
tt0165275,videoGame,Dune 2000,Dune 2000,0,1998,\N,\N,"Action,Sci-Fi,War",7.7,449.0
tt0165443,videoGame,Rescue the Scientists,Rescue the Scientists,0,1994,\N,\N,\N,,
tt0165789,videoGame,Freelancer,Freelancer,0,2003,\N,\N,"Action,Adventure,Mystery",8.9,551.0
tt0165985,videoGame,Command & Conquer: Tiberian Sun,Command & Conquer: Tiberian Sun,0,1999,\N,\N,"Action,Sci-Fi,War",7.8,1701.0
tt0166366,videoGame,Star Wars: Rebel Assault II - the Hidden Empire,Star Wars: Rebel Assault II - the Hidden Empire,0,1995,\N,\N,"Action,Adventure,Sci-Fi",7.3,305.0
tt0166387,videoGame,Under a Killing Moon,Under a Killing Moon,0,1994,\N,\N,"Adventure,Comedy,Crime",8.6,333.0
tt0166568,videoGame,Descent 3,Descent 3,0,1999,\N,\N,"Action,Sci-Fi",8.2,62.0
tt0167018,videoGame,Baldur's Gate,Baldur's Gate,0,1998,\N,\N,"Action,Adventure,Fantasy",8.9,1933.0
tt0167385,videoGame,"Sabrina, the Teenage Witch: Spellbound","Sabrina, the Teenage Witch: Spellbound",0,1998,\N,\N,"Family,Fantasy",8.2,94.0
tt0169657,videoGame,Caesars Palace 2,Caesars Palace 2,0,1998,\N,\N,Sport,5.3,9.0
tt0169922,videoGame,Descent: FreeSpace - The Great War,Freespace,0,1998,\N,\N,"Action,Sci-Fi",8.8,137.0
tt0170749,videoGame,VR Baseball 98,VR Baseball 98,0,1998,\N,\N,Sport,,
tt0170750,videoGame,VR Football 98,VR Football 98,0,1998,\N,\N,Sport,,
tt0171392,videoGame,I'm Your Man,I'm Your Man,0,1992,\N,\N,"Comedy,Crime",5.6,60.0
tt0171606,videoGame,The Pandora Directive,The Pandora Directive,0,1996,\N,\N,"Action,Adventure,Comedy",8.9,277.0
tt0172179,videoGame,Black Dahlia,Black Dahlia,0,1998,\N,\N,"Adventure,Crime,Fantasy",7.9,157.0
tt0174508,videoGame,Blue's ABC Time,Blue's ABC Time,0,1998,\N,\N,"Comedy,Family,Musical",8.4,17.0
tt0174509,videoGame,Blue's Big Birthday,Blue's Big Birthday,0,1998,\N,\N,\N,,
tt0176142,videoGame,The Silicon Sands of Oz,The Silicon Sands of Oz,0,1999,\N,\N,\N,,
tt0176236,videoGame,Titanic: Adventure Out of Time,Titanic: Adventure Out of Time,0,1996,\N,\N,"Action,Adventure,Mystery",8.9,320.0
tt0176457,videoGame,Apocalypse,Apocalypse,0,1998,\N,\N,"Action,Horror,Sci-Fi",7.4,824.0
tt0176641,videoGame,The Dark Eye,The Dark Eye,0,1995,\N,\N,"Adventure,Drama,Horror",8.5,51.0
tt0176664,videoGame,Donkey Kong,Donkey Kong,0,1981,\N,\N,Action,7.4,2088.0
tt0176925,videoGame,The Legend of Zelda,The Hyrule fantasy: Zeruda no densetsu,0,1986,\N,\N,"Action,Adventure,Fantasy",8.6,3130.0
tt0176971,videoGame,Mario Bros.,Mario Bros.,0,1983,\N,\N,"Action,Fantasy",7.4,1454.0
tt0177266,videoGame,Super Mario Bros.,Super Mario Bros.,0,1985,\N,\N,"Action,Adventure,Fantasy",8.9,6847.0
tt0177395,videoGame,Yellow Brick Road,Yellow Brick Road,0,1996,\N,\N,"Action,Adventure,Fantasy",,
tt0177822,videoGame,Grim Fandango,Grim Fandango,0,1998,\N,\N,"Adventure,Comedy,Crime",9.2,3683.0
tt0178952,videoGame,Toy Story,Toy Story,0,1995,\N,\N,"Action,Adventure,Family",7.4,731.0
tt0180221,videoGame,Super Godzilla,Super Godzilla,0,1993,\N,\N,"Adventure,Sci-Fi",6.4,75.0
tt0180318,videoGame,X-Men vs. Street Fighter,X-Men vs. Street Fighter,0,1996,\N,\N,"Action,Sci-Fi",7.9,538.0
tt0180825,videoGame,Metal Gear Solid,Metal Gear Solid,0,1998,\N,\N,"Action,Adventure,Drama",9.6,12415.0
tt0180864,videoGame,Need for Speed III: Hot Pursuit,Need for Speed III: Hot Pursuit,0,1998,\N,\N,"Action,Adventure,Crime",7.6,1201.0
tt0180881,videoGame,Oddworld: Abe's Exoddus,Oddworld: Abe's Exoddus,0,1998,\N,\N,"Adventure,Fantasy,Sci-Fi",8.6,560.0
tt0180949,videoGame,Colin McRae Rally,Colin McRae Rally,0,1997,\N,\N,Sport,7.5,144.0
tt0181016,videoGame,Soul Blade,Soru Ejji,0,1996,\N,\N,"Action,Adventure,Fantasy",8.0,293.0
tt0181020,videoGame,Spice World,Spice World: The Game,0,1998,\N,\N,Music,6.0,82.0
tt0181047,videoGame,Tekken 3,Tekken 3,0,1997,\N,\N,"Action,Fantasy,Sci-Fi",8.4,3052.0
tt0181129,videoGame,Victory Boxing 2,Victory Boxing 2,0,1998,\N,\N,\N,,
tt0181143,videoGame,WCW: Nitro,WCW: Nitro,0,1998,\N,\N,Action,6.1,108.0
tt0181421,videoGame,Crash Bandicoot 2: Cortex Strikes Back,Crash Bandicoot 2: Cortex Strikes Back,0,1997,\N,\N,"Action,Adventure,Comedy",8.5,2571.0
tt0181422,videoGame,Crash Bandicoot: Warped,Crash Bandicoot: Warped,0,1998,\N,\N,"Action,Adventure,Comedy",8.8,2712.0
tt0182839,videoGame,Bloodwings: Pumpkinhead's Revenge,Bloodwings: Pumpkinhead's Revenge,0,1995,\N,\N,"Action,Adventure,Horror",5.1,68.0
tt0182931,videoGame,Corpse Killer,Corpse Killer,0,1994,\N,\N,"Action,Adventure,Horror",5.7,94.0
tt0182997,videoGame,Don't Quit Your Day Job,Don't Quit Your Day Job,0,1996,\N,\N,"Adventure,Comedy",5.8,23.0
tt0183005,videoGame,Double Switch,Double Switch,0,1993,\N,\N,"Adventure,Crime,Mystery",6.9,150.0
tt0183020,videoGame,Dune II: The Building of a Dynasty,Dune II: The Building of a Dynasty,0,1992,\N,\N,"Action,Sci-Fi",8.6,423.0
tt0183066,videoGame,Fallout 2: A Post-Nuclear Role-Playing Game,Fallout 2: A Post-Nuclear Role-Playing Game,0,1998,\N,\N,"Action,Adventure,Sci-Fi",9.4,4055.0
tt0183515,videoGame,Mighty Morphin Power Rangers,Mighty Morphin Power Rangers,0,1994,\N,\N,"Action,Family",7.0,240.0
tt0183816,videoGame,Star Wars: Rogue Squadron,Star Wars: Rogue Squadron,0,1998,\N,\N,"Action,Adventure,Sci-Fi",7.9,902.0
tt0183890,videoGame,Thunder in Paradise Interactive,Thunder in Paradise Interactive,0,1995,\N,\N,"Action,Adventure,Sci-Fi",7.0,60.0
tt0184180,videoGame,The 3-D Battles of World Runner,The 3-D Battles of World Runner,0,1987,\N,\N,"Action,Sci-Fi",6.1,38.0
tt0184528,videoGame,Godzilla2: War of the Monsters,Godzilla2: War of the Monsters,0,1991,\N,\N,\N,5.4,51.0
tt0184529,videoGame,Godzilla: Monster of Monsters,Gojira,0,1988,\N,\N,"Adventure,Sci-Fi",6.6,106.0
tt0184666,videoGame,The Legend of Zelda: Ocarina of Time,Zeruda no densetsu: Toki no okarina,0,1998,\N,\N,"Action,Adventure,Fantasy",9.6,10344.0
tt0184682,videoGame,Lode Runner,Lode Runner,0,1983,\N,\N,"Action,Sci-Fi",6.8,162.0
tt0184692,videoGame,Mach Rider,Mach Rider,0,1985,\N,\N,"Action,Sci-Fi",5.7,42.0
tt0184785,videoGame,Noctropolis,Noctropolis,0,1994,\N,\N,"Action,Adventure,Fantasy",7.5,52.0
tt0184845,videoGame,Raid on Bungeling Bay,Raid on Bungeling Bay,0,1984,\N,\N,"Action,Sci-Fi",5.9,23.0
tt0184992,videoGame,Volley Ball,Volley Ball,0,1986,\N,\N,Sport,3.8,42.0
tt0185017,videoGame,Wrecking Crew,Wrecking Crew,0,1984,\N,\N,"Action,Family",6.4,93.0
tt0185037,videoGame,Zelda II: The Adventure of Link,The Legend of Zelda 2: Rinku no bôken,0,1987,\N,\N,"Action,Adventure,Fantasy",7.1,1791.0
tt0185194,videoGame,Blue's Birthday Adventure,Blue's Birthday Adventure,0,1998,\N,\N,"Adventure,Animation,Family",7.9,22.0
tt0185274,videoGame,Doctor Who: Destiny of the Doctors,Doctor Who: Destiny of the Doctors,0,1997,\N,\N,Sci-Fi,7.2,57.0
tt0185712,videoGame,Super Star Wars: Return of the Jedi,Super Star Wars: Return of the Jedi,0,1994,\N,\N,"Action,Adventure,Sci-Fi",7.6,452.0
tt0185834,videoGame,10-Yard Fight,10-Yard Fight,0,1983,\N,\N,Sport,4.2,51.0
tt0185835,videoGame,1942,1942,0,1984,\N,\N,"Action,War",6.7,156.0
tt0185857,videoGame,Alpha Mission,ASO: Armored Scrum Object,0,1985,\N,\N,"Action,Sci-Fi",4.3,26.0
tt0185887,videoGame,Arkanoid,Arkanoid,0,1986,\N,\N,"Action,Family,Sci-Fi",7.7,254.0
tt0185892,videoGame,Athena,Athena,0,1986,\N,\N,"Action,Adventure,Fantasy",5.7,35.0
tt0185904,videoGame,Balloon Fight,Balloon Fight,0,1984,\N,\N,"Action,Family,Sport",6.3,172.0
tt0185909,videoGame,Baseball,Baseball,0,1983,\N,\N,Sport,5.1,87.0
tt0185950,videoGame,BreakThru,Kyohkoh-Toppa,0,1986,\N,\N,Action,6.2,20.0
tt0185960,videoGame,Bucky O'Hare,Bucky O'Hare,0,1992,\N,\N,"Action,Adventure,Sci-Fi",7.5,75.0
tt0185967,videoGame,BurgerTime,Hamburger,0,1982,\N,\N,"Action,Family",7.0,133.0
tt0185980,videoGame,Castlevania,Akumajô Dorakyura,0,1986,\N,\N,"Action,Adventure,Fantasy",7.8,1363.0
tt0185990,videoGame,Chubby Cherub,Chubby Cherub,0,1985,\N,\N,\N,3.4,17.0
tt0185993,videoGame,Clu Clu Land,Clu Clu Land,0,1984,\N,\N,"Action,Family,Fantasy",5.5,57.0
tt0185996,videoGame,Commando,Senjô no Ôkami,0,1985,\N,\N,Action,6.8,106.0
tt0186021,videoGame,Deadly Towers,Deadly Towers,0,1986,\N,\N,"Action,Adventure,Fantasy",3.9,36.0
tt0186035,videoGame,Donkey Kong 3,Donkey Kong 3,0,1983,\N,\N,"Action,Family",5.8,196.0
tt0186036,videoGame,Donkey Kong Jr. Math,Donkey Kong Jr. Math,0,1985,\N,\N,Family,4.4,69.0
tt0186041,videoGame,Double Dribble,Double Dribble,0,1987,\N,\N,Sport,6.5,70.0
tt0186046,videoGame,Duck Hunt,Duck Hunt,0,1984,\N,\N,"Action,Sport",7.1,1810.0
tt0186053,videoGame,Elevator Action,Elevator Action,0,1983,\N,\N,"Action,Crime,Family",6.6,99.0
tt0186073,videoGame,Excitebike,Excitebike,0,1984,\N,\N,Sport,7.0,847.0
tt0186080,videoGame,Family Fun Fitness: AthleticWorld,Family Fun Fitness: AthleticWorld,0,1986,\N,\N,"Family,Sport",,
tt0186081,videoGame,World Class Track Meet,Family Fun Fitness: Stadium Events,0,1986,\N,\N,"Family,Sport",5.3,12.0
tt0186162,videoGame,Ghosts 'n Goblins,Makaimura,0,1985,\N,\N,"Action,Adventure,Family",6.9,404.0
tt0186168,videoGame,Golf,Golf,0,1984,\N,\N,Sport,5.1,80.0
tt0186172,videoGame,The Goonies II,The Goonies II,0,1987,\N,\N,"Action,Adventure",6.9,255.0
tt0186174,videoGame,Gotcha! The Sport!,Gotcha! The Sport!,0,1987,\N,\N,\N,5.8,16.0
tt0186178,videoGame,Gradius,Gradius,0,1985,\N,\N,"Action,Adventure,Sci-Fi",7.0,199.0
tt0186211,videoGame,Hogan's Alley,Hogan's Alley,0,1984,\N,\N,Action,6.4,76.0
tt0186230,videoGame,Ice Climber,Ice Climber,0,1985,\N,\N,"Action,Family",6.5,355.0
tt0186231,videoGame,Ikari Warriors,Ikari,0,1986,\N,80,"Action,Adventure",6.1,114.0
tt0186251,videoGame,Jaws,Jaws,0,1987,\N,\N,"Horror,Thriller",5.3,169.0
tt0186263,videoGame,Karate Champ,Karate Dô,0,1984,\N,\N,"Action,Sport",5.3,59.0
tt0186264,videoGame,The Karate Kid,The Karate Kid,0,1987,\N,\N,Sport,5.6,112.0
tt0186266,videoGame,Karnov,Karnov,0,1987,\N,\N,"Action,Fantasy",6.0,61.0
tt0186272,videoGame,Kid Niki: Radical Ninja,Kaiketsu Yanchamaru,0,1986,\N,\N,"Action,Adventure,Family",5.9,31.0
tt0186281,videoGame,Kung-Fu Master,Suparutan X,0,1984,\N,\N,"Action,Fantasy",6.6,98.0
tt0186301,videoGame,The Legend of Kage,Kage no Densetsu,0,1985,\N,\N,"Action,Adventure,Fantasy",5.9,51.0
tt0186325,videoGame,Lunar Pool,Lunar Pool,0,1985,\N,\N,Sport,5.3,25.0
